pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,hwc
HAT-P-61 b,HAT-P-61,1,1,1,Transit,2021,1.90231289,0.0301,10.077,0.899,335.94463,1.057,Mass,0.113,849.5,1505.0,,5587.0,0.94,1.0,0.194,[Fe/H],4.5,2.6,05h01m55.24s,75.4801665,+50d07m52.24s,50.1311784,338.84,14.04,13.096,0
HAT-P-62 b,HAT-P-62,1,1,1,Transit,2021,2.6453235,0.03772,12.027,1.073,241.86742,0.761,Mass,0.101,867.2,1512.0,,5629.0,1.17,1.02,0.414,[Fe/H],4.31,8.1,04h58m01.05s,74.5043816,+48d18m03.08s,48.3008551,348.815,13.493,12.539,0
HAT-P-63 b,HAT-P-63,1,1,1,Transit,2021,3.377728,0.04294,12.543,1.119,195.14664,0.614,Mass,0.069,387.4,1237.0,,5400.0,0.97,0.93,0.251,[Fe/H],4.43,9.0,18h39m11.22s,279.7967696,-20d01m27.37s,-20.0242684,4483.05,,20.1544,0
HAT-P-64 b,HAT-P-64,1,1,1,Transit,2021,4.007232,0.05387,19.089,1.703,184.34048,0.58,Mass,0.101,1611.0,1766.0,,6457.0,1.74,1.3,-0.113,[Fe/H],4.07,2.88,04h35m53.85s,68.9743955,+02d25m52.58s,2.4312732,651.897,13.446,12.855,0
HAT-P-65 b,HAT-P-65,1,1,1,Transit,2016,2.60544751,0.04042,18.058,1.611,176.07694,0.554,Mass,,1821.0,1818.0,,5872.0,1.67,1.3,0.208,[Fe/H],4.11,3.9,21h03m37.32s,315.9054895,+11d59m21.72s,11.9893675,738.519,13.818,13.121,0
HAT-P-66 b,HAT-P-66,1,1,1,Transit,2016,2.972086,0.04363,17.822,1.59,248.86089,0.783,Mass,0.09,,1896.0,G0,6002.0,1.88,1.25,0.035,[Fe/H],3.99,4.66,10h02m17.43s,150.5726262,+53d57m02.97s,53.9508237,935.456,13.552,13.014,0
HAT-P-67 b,HAT-P-67,1,2,1,Transit,2017,4.8101025,0.06505,23.371,2.085,108.0622,0.34,Mass,0.0,,1903.0,,6406.0,2.55,1.64,-0.08,[Fe/H],3.85,1.24,17h06m26.57s,256.6107279,+44d46m36.79s,44.7768849,371.686,10.544,10.106,0
HAT-P-68 b,HAT-P-68,1,1,1,Transit,2020,2.29840551,0.02996,12.016,1.072,230.10892,0.724,Mass,0.041,184.8,1028.0,K,4508.0,0.67,0.68,-0.059,[Fe/H],4.62,11.1,07h53m55.96s,118.4831501,+23d56m17.59s,23.9382192,202.152,15.317,13.802,0
HAT-P-69 b,HAT-P-69,1,1,1,Transit,2019,4.7869491,0.06555,18.786,1.676,1137.8314,3.58,Mass,0.0,,1930.0,,7394.0,1.93,1.65,-0.069,[Fe/H],4.11,1.27,08h42m01.35s,130.5056385,+03d42m38.04s,3.7105662,341.263,10.052,9.774,0
HAT-P-7 b,HAT-P-7,1,2,1,Transit,2008,2.20474,,16.926,1.51,584.8072,1.84,Mass,0.0,,,,6389.0,2.0,1.56,0.26,[Fe/H],4.07,,19h28m59.33s,292.24719,+47d58m10.35s,47.9695429,341.079,10.964,10.481,0
HAT-P-70 b,HAT-P-70,1,1,1,Transit,2019,2.74432452,0.04739,20.961,1.87,2154.8874,6.78,Mass,0.0,,2562.0,,8450.0,1.86,1.89,-0.059,[Fe/H],4.18,0.6,04h58m12.56s,74.5523332,+09d59m52.73s,9.9979794,330.739,9.621,9.47,0
HAT-P-8 b,HAT-P-8,1,3,1,Transit,2008,3.07634,,15.693,1.4,406.8224,1.28,Mass,0.0,,,,6200.0,1.57,1.27,0.01,[Fe/H],4.15,,22h52m09.96s,343.0414932,+35d26m49.84s,35.4471778,211.553,10.77,10.358,0
HAT-P-9 b,HAT-P-9,1,1,1,Transit,2008,3.92281072,0.05287,15.614,1.393,238.05467,0.749,Mass,0.084,931.0,1540.0,,6350.0,1.34,1.28,0.12,[Fe/H],4.29,,07h20m40.44s,110.1685157,+37d08m26.14s,37.1405946,455.203,12.346,12.344,0
HATS-1 b,HATS-1,1,1,1,Transit,2012,3.446459,0.0444,14.594,1.302,589.55,1.855,Mass,0.12,,1359.0,,5870.0,1.04,0.99,,,,,11h42m06.06s,175.5252399,-23d21m17.44s,-23.3548451,283.971,12.712,12.155,0
HATS-10 b,HATS-10,1,1,1,Transit,2015,3.312846,0.04491,10.862,0.969,167.17858,0.526,Mass,0.501,,1407.0,,5880.0,1.1,1.1,0.15,[Fe/H],4.39,3.3,19h37m13.64s,294.3068385,-22d12m16.15s,-22.2044872,534.889,13.83,13.202,0
HATS-11 b,HATS-11,1,1,1,Transit,2016,3.619188,0.0507,18.03,1.609,,,,,,1596.0,,6563.0,1.54,1.33,0.03,[Fe/H],4.19,,19h17m36.18s,289.4007603,-22d23m24.03s,-22.3900092,944.603,14.657,14.06,0
HATS-12 b,HATS-12,1,1,1,Transit,2016,3.142702,0.0441,7.76,0.692,,,,,,1446.0,,6357.0,1.17,1.16,-0.1,[Fe/H],4.36,,19h16m48.58s,289.202402,-19d21m21.32s,-19.3559227,746.138,13.258,12.831,0
HATS-13 b,HATS-13,1,1,1,Transit,2015,3.0440499,0.04057,13.585,1.212,172.58169,0.543,Mass,0.181,,1244.0,,5523.0,0.89,0.96,0.05,[Fe/H],4.52,2.5,21h07m50.76s,316.9614798,-26d05m48.19s,-26.0967205,421.855,14.682,13.911,0
HATS-14 b,HATS-14,1,1,1,Transit,2015,2.7667641,0.03815,11.646,1.039,340.39593,1.071,Mass,0.142,,1276.0,,5346.0,0.93,0.97,0.33,[Fe/H],4.48,4.9,20h52m51.71s,313.2154754,-25d41m14.55s,-25.6873756,513.011,14.836,14.052,0
HATS-15 b,HATS-15,1,1,1,Transit,2016,1.74748753,0.02712,12.386,1.105,689.6911,2.17,Mass,0.126,,1505.0,G9 V,5311.0,0.92,0.87,0.0,[Fe/H],4.45,11.0,20h44m22.08s,311.0920041,-19d26m15.10s,-19.4375266,1139.55,15.814,14.909,0
HATS-16 b,HATS-16,1,1,1,Transit,2016,2.686502,0.03744,14.572,1.3,1039.3041,3.27,Mass,0.0,,1592.0,G3 V,5738.0,1.24,0.97,-0.1,[Fe/H],4.24,9.5,23h54m14.12s,358.5588439,-30d00m46.94s,-30.0130385,757.044,14.395,13.957,0
HATS-17 b,HATS-17,1,1,1,Transit,2016,16.254611,0.1308,8.709,0.777,425.25654,1.338,Mass,0.029,72.7,814.0,G V,5846.0,1.09,1.13,0.3,[Fe/H],4.42,2.1,12h48m45.50s,192.1895676,-47d36m49.24s,-47.6136789,400.331,13.105,12.402,0
HATS-18 b,HATS-18,1,1,1,Transit,2016,0.83784,0.0174,14.897,1.329,629.14449,1.9795,Mass,,,2069.0,,5600.0,1.02,1.04,,,,,11h35m49.78s,173.9574203,-29d09m21.83s,-29.1560639,624.368,14.83,14.188,0
HATS-2 b,HATS-2,1,1,1,Transit,2013,1.354133,0.023,13.092,1.168,427.463,1.345,Mass,0.0,,1577.0,K,5227.0,0.9,0.88,0.15,[Fe/H],4.48,9.7,11h46m57.32s,176.7388264,-22d33m46.83s,-22.5630097,341.925,14.53,13.565,0
HATS-22 b,HATS-22,1,1,1,Transit,2017,4.7228124,0.05025,10.682,0.953,870.8542,2.74,Mass,0.079,,858.0,K V,4803.0,0.69,0.76,0.0,[Fe/H],4.64,,11h36m02.37s,174.0098693,-29d32m36.11s,-29.5433642,229.518,14.493,13.397,0
HATS-23 b,HATS-23,1,1,1,Transit,2017,2.1605156,0.03397,20.849,1.86,467.2101,1.47,Mass,0.114,,1654.0,G V,5780.0,1.2,1.12,0.28,[Fe/H],4.33,4.2,19h05m28.02s,286.36675,-50d04m02.46s,-50.0673496,639.004,14.596,13.84,0
HATS-24 b,HATS-24,1,1,1,Transit,2017,1.3484978,0.0238,15.637,1.395,718.2958,2.26,Mass,0.0,,2166.0,,6125.0,1.12,1.07,-0.229,[Fe/H],4.37,3.7,17h55m33.77s,268.8907069,-61d44m50.64s,-61.7474,494.182,13.393,12.915,0
HATS-25 b,HATS-25,1,1,1,Transit,2016,4.2986432,0.05163,14.123,1.26,194.82979,0.613,Mass,0.176,,1277.0,G,5715.0,1.11,0.99,0.02,[Fe/H],4.35,7.5,13h51m37.84s,207.9076746,-23d46m52.47s,-23.7812403,471.158,13.812,13.172,0
HATS-26 b,HATS-26,1,1,1,Transit,2016,3.3023881,0.04735,19.616,1.75,206.5895,0.65,Mass,0.245,,1918.0,F,6071.0,2.04,1.3,-0.02,[Fe/H],3.94,4.04,09h39m42.45s,144.9268593,-28d35m08.16s,-28.5856004,861.843,13.553,13.006,0
HATS-27 b,HATS-27,1,1,1,Transit,2016,4.637038,0.0611,16.814,1.5,168.4499,0.53,Mass,0.581,,1659.0,F,6438.0,1.74,1.42,0.09,[Fe/H],4.11,2.3,12h54m12.59s,193.5524603,-46d35m15.78s,-46.5877159,816.988,13.239,12.782,0
HATS-28 b,HATS-28,1,1,1,Transit,2016,3.1810781,0.04131,13.384,1.194,213.58176,0.672,Mass,0.202,,1253.0,G,5498.0,0.92,0.93,0.01,[Fe/H],4.48,6.2,18h57m35.94s,284.3997616,-49d08m18.65s,-49.1385126,535.383,14.706,13.981,0
HATS-29 b,HATS-29,1,1,1,Transit,2016,4.6058749,0.05475,14.022,1.251,207.54299,0.653,Mass,0.158,,1212.0,G,5670.0,1.07,1.03,0.16,[Fe/H],4.39,5.5,19h00m23.16s,285.0965172,-54d53m36.03s,-54.8933408,353.891,13.354,12.62,0
HATS-3 b,HATS-3,1,1,1,Transit,2013,3.547851,0.0485,15.48,1.381,340.382,1.071,Mass,0.0,,1648.0,F,6351.0,1.4,1.21,-0.157,[Fe/H],4.22,3.2,20h49m49.80s,312.4574879,-24d25m43.30s,-24.4286938,411.211,12.45,12.433,0
HATS-30 b,HATS-30,1,2,1,Transit,2016,3.1743516,0.04354,13.171,1.175,224.38798,0.706,Mass,0.096,,1414.0,G,5943.0,1.06,1.09,0.06,[Fe/H],4.42,2.3,00h22m28.45s,5.618525,-59d56m33.32s,-59.9425892,342.14,12.795,12.283,0
HATS-31 b,HATS-31,1,1,1,Transit,2016,3.37796,0.0478,18.383,1.64,279.6904,0.88,Mass,0.233,,1823.0,,6050.0,1.87,1.27,0.0,[Fe/H],4.0,4.3,12h46m48.68s,191.7028214,-24d25m38.60s,-24.4273897,773.974,13.687,13.315,0
HATS-32 b,HATS-32,1,1,1,Transit,2016,2.8126548,0.04024,14.0,1.249,292.4036,0.92,Mass,0.471,,1437.0,,5700.0,1.1,1.1,0.39,[Fe/H],4.4,3.5,23h04m18.02s,346.0750861,-21d16m19.26s,-21.2720168,745.116,15.107,14.386,0
HATS-33 b,HATS-33,1,1,1,Transit,2016,2.5495551,0.03727,13.787,1.23,378.85336,1.192,Mass,0.08,,1429.0,,5659.0,1.02,1.06,0.29,[Fe/H],4.45,3.0,19h38m32.09s,294.6336944,-55d19m48.97s,-55.3302692,248.46,12.585,11.91,0
HATS-34 b,HATS-34,1,1,1,Transit,2016,2.1061607,0.03166,16.029,1.43,299.07803,0.941,Mass,0.108,,1445.0,,5380.0,0.98,0.95,0.25,[Fe/H],4.43,7.7,00h03m05.88s,0.7744866,-62d28m09.54s,-62.4693167,508.842,14.568,13.857,0
HATS-35 b,HATS-35,1,1,1,Transit,2016,1.8209993,0.03199,16.41,1.464,388.38826,1.222,Mass,0.306,,2037.0,,6300.0,1.43,1.32,0.21,[Fe/H],4.24,2.13,19h46m45.23s,296.688442,-63d33m56.34s,-63.5656488,514.555,13.19,12.609,0
HATS-36 b,HATS-36,1,1,1,Transit,2018,4.175186,0.0523,12.92,1.153,,,,,,1203.0,,5950.0,1.1,1.1,0.15,[Fe/H],4.4,,19h25m54.89s,291.4787013,-23d12m10.15s,-23.2028183,856.436,15.06,14.364,0
HATS-37 A b,HATS-37 A,1,2,1,Transit,2020,4.3315366,0.04913,6.793,0.606,31.46517,0.099,Mass,0.0,229.7,1085.0,,5326.0,0.88,0.84,0.051,[Fe/H],4.48,11.46,13h19m12.44s,199.80183,-22d59m12.64s,-22.9868431,211.896,13.222,12.341,0
HATS-38 b,HATS-38,1,1,1,Transit,2020,4.375021,0.05036,6.882,0.614,23.51942,0.074,Mass,0.0,464.7,1294.0,,5732.0,1.1,0.89,-0.102,[Fe/H],4.3,11.89,10h17m05.05s,154.2710615,-25d16m34.67s,-25.2762982,343.525,12.761,11.967,0
HATS-39 b,HATS-39,1,1,1,Transit,2018,4.5776348,0.06007,17.598,1.57,200.2329,0.63,Mass,0.275,,1645.0,,6572.0,1.62,1.38,0.0,[Fe/H],4.16,2.06,07h29m40.61s,112.4192251,-29d56m16.50s,-29.9379163,878.521,13.232,12.745,0
HATS-4 b,HATS-4,1,1,1,Transit,2014,2.516729,0.0362,11.433,1.02,420.471,1.323,Mass,0.013,,1315.0,G,5403.0,0.93,1.0,0.43,[Fe/H],4.51,2.1,06h16m26.90s,94.1120914,-22d32m48.78s,-22.5468824,416.459,14.293,13.516,0
HATS-40 b,HATS-40,1,1,1,Transit,2018,3.2642736,0.04997,17.71,1.58,505.3497,1.59,Mass,0.312,,2101.0,,6460.0,2.26,1.56,0.01,[Fe/H],3.92,2.07,06h42m17.10s,100.5712467,-29d46m36.41s,-29.77678,1342.29,13.861,13.478,0
HATS-41 b,HATS-41,1,1,1,Transit,2018,4.193649,0.0583,14.908,1.33,3082.951,9.7,Mass,0.38,,1710.0,,6424.0,1.71,1.5,0.47,[Fe/H],4.14,1.34,06h54m04.17s,103.5173558,-27d03m01.50s,-27.0504156,737.668,13.175,12.678,0
HATS-42 b,HATS-42,1,1,1,Transit,2018,2.292102,0.03689,15.693,1.4,597.5204,1.88,Mass,0.229,,1856.0,,6060.0,1.48,1.27,0.22,[Fe/H],4.2,3.26,07h13m48.58s,108.4523991,-33d26m14.45s,-33.4373462,800.377,14.243,13.682,0
HATS-43 b,HATS-43,1,1,1,Transit,2018,4.3888497,0.04944,13.227,1.18,82.95363,0.261,Mass,0.173,,1003.0,,5099.0,0.81,0.84,0.05,[Fe/H],4.54,8.6,05h22m09.18s,80.5382418,-30d58m14.94s,-30.9708179,362.273,14.507,13.562,0
HATS-44 b,HATS-44,1,1,1,Transit,2018,2.7439004,0.03649,11.96,1.067,177.9848,0.56,Mass,0.279,,1161.0,,5080.0,0.85,0.86,0.32,[Fe/H],4.51,9.7,05h37m18.42s,84.3267559,-27d58m21.27s,-27.9725758,446.035,15.477,14.397,0
HATS-45 b,HATS-45,1,1,1,Transit,2018,4.1876244,0.05511,14.415,1.286,222.481,0.7,Mass,0.24,,1518.0,,6450.0,1.31,1.27,0.02,[Fe/H],4.3,1.52,06h47m58.62s,101.9942455,-21d54m38.56s,-21.9107112,772.11,13.845,13.325,0
HATS-46 b,HATS-46,1,1,1,Transit,2018,4.7423729,0.05367,10.122,0.903,54.98459,0.173,Mass,0.559,,1054.0,,5495.0,0.85,0.92,-0.06,[Fe/H],4.54,3.0,00h26m48.63s,6.7026401,-56d18m57.97s,-56.3161021,453.808,14.431,13.783,0
HATS-47 b,HATS-47,1,1,1,Transit,2020,3.9228038,0.04269,12.52,1.117,117.27927,0.369,Mass,0.088,87.73,853.0,,4512.0,0.66,0.67,-0.113,[Fe/H],4.63,8.1,19h09m56.26s,287.4844021,-49d39m53.79s,-49.6649424,300.67,16.099,14.602,0
HATS-48 A b,HATS-48 A,1,2,1,Transit,2020,3.1316666,0.03769,8.967,0.8,77.23269,0.243,Mass,0.162,137.6,955.0,,4546.0,0.72,0.73,0.186,[Fe/H],4.59,11.97,19h14m41.28s,288.6720048,-59d34m45.66s,-59.5793505,263.609,15.57,14.226,0
HATS-49 b,HATS-49,1,1,1,Transit,2020,4.1480467,0.04515,8.575,0.765,112.19399,0.353,Mass,0.071,80.45,835.0,,4405.0,0.7,0.71,0.208,[Fe/H],4.6,10.5,00h26m27.26s,6.6135927,-56d20m39.41s,-56.3442798,324.413,16.365,14.988,0
HATS-5 b,HATS-5,1,1,1,Transit,2014,4.763387,0.0542,10.223,0.912,75.323,0.237,Mass,0.019,,1025.0,G,5304.0,0.87,0.94,0.19,[Fe/H],4.53,3.6,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.384,13.439,12.598,0
HATS-50 b,HATS-50,1,1,1,Transit,2017,3.8297015,0.05046,12.666,1.13,123.9537,0.39,Mass,0.516,,,,5990.0,1.12,1.17,,,4.41,1.2,20h01m42.74s,300.4280761,-26d04m39.23s,-26.077564,756.742,14.736,14.045,0
HATS-51 b,HATS-51,1,1,1,Transit,2017,3.3488702,0.04639,15.805,1.41,244.09344,0.768,Mass,0.33,,1553.0,,5758.0,1.44,1.19,,,4.2,4.74,06h51m23.38s,102.8474248,-29d03m31.16s,-29.0586551,389.57,13.205,12.525,0
HATS-52 b,HATS-52,1,1,1,Transit,2017,1.36665436,0.02498,15.491,1.382,711.9392,2.24,Mass,0.246,,1834.0,,6010.0,1.05,1.11,,,4.45,1.2,09h20m21.02s,140.0875894,-31d16m09.16s,-31.2692116,555.134,14.343,13.844,0
HATS-53 b,HATS-53,1,1,1,Transit,2017,3.8537768,0.04753,15.02,1.34,189.10885,0.595,Mass,0.33,,1312.0,,5644.0,1.1,0.96,,,4.34,9.0,11h46m30.80s,176.628323,-33d51m36.28s,-33.8600764,585.77,14.548,13.944,0
HATS-54 b,HATS-54,1,1,1,Transit,2019,2.5441765,0.037,11.377,1.015,239.32479,0.753,Mass,0.0,,1429.0,G6 V,5621.0,1.23,1.05,0.37,[Fe/H],4.2,7.96,13h22m32.37s,200.6348641,-44d41m19.82s,-44.6888393,748.585,14.729,13.937,0
HATS-55 b,HATS-55,1,1,1,Transit,2019,4.2042001,0.05412,14.022,1.251,292.72143,0.921,Mass,0.092,,1367.0,,6214.0,1.13,1.2,0.108,[Fe/H],4.41,0.4,07h37m08.01s,114.2833819,-32d45m19.51s,-32.7554188,609.838,14.111,13.525,0
HATS-56 b,HATS-56,1,1,1,Transit,2019,4.324799,0.06043,18.921,1.688,191.33366,0.602,Mass,0.019,,1902.0,,6536.0,2.2,1.57,0.19,[Fe/H],3.95,1.894,12h00m39.62s,180.165072,-45d47m58.04s,-45.7994559,564.409,12.054,11.477,0
HATS-57 b,HATS-57,1,1,1,Transit,2019,2.350621,0.03493,12.767,1.139,1000.21101,3.147,Mass,0.028,,1413.0,,5587.0,0.96,1.03,0.268,[Fe/H],4.48,2.5,04h03m47.59s,60.9482779,-19d03m24.55s,-19.0568182,279.485,12.972,12.333,0
HATS-58 A b,HATS-58 A,1,2,1,Transit,2019,4.2180896,0.05798,12.274,1.095,327.3649,1.03,Mass,0.168,,1721.0,,7175.0,1.43,1.46,,,4.29,0.31,12h27m08.95s,186.7873036,-48d58m42.28s,-48.9784105,403.591,12.051,11.572,0
HATS-59 b,HATS-59,1,1,2,Transit,2018,5.416081,0.06112,12.621,1.126,256.17098,0.806,Mass,0.129,269.0,1128.0,,5670.0,1.04,1.04,0.18,[Fe/H],4.42,4.3,11h21m17.84s,170.324325,-22d23m17.44s,-22.388177,642.884,14.727,14.033,0
HATS-59 c,HATS-59,1,1,2,Radial Velocity,2018,1422.0,2.504,,,4036.441,12.7,Msini,0.083,0.16,176.0,,5670.0,1.04,1.04,0.18,[Fe/H],4.42,4.3,11h21m17.84s,170.324325,-22d23m17.44s,-22.388177,642.884,14.727,14.033,0
HATS-6 b,HATS-6,1,1,1,Transit,2015,3.3252725,0.03623,11.187,0.998,101.38777,0.319,Mass,0.0,,713.0,M1 V,3724.0,0.57,0.57,0.2,[Fe/H],4.68,8.1,05h52m35.23s,88.1468079,-19d01m53.86s,-19.0316268,169.318,16.664,15.044,0
HATS-60 b,HATS-60,1,1,1,Transit,2018,3.560829,0.04708,12.924,1.153,210.40346,0.662,Mass,0.191,903.9,1528.0,,5688.0,1.46,1.1,0.335,[Fe/H],4.15,7.55,22h45m27.37s,341.3640336,-14d59m30.39s,-14.9917747,486.474,13.394,12.662,0
HATS-61 b,HATS-61,1,1,1,Transit,2018,7.817953,0.07908,13.395,1.195,1080.622,3.4,Mass,0.092,374.2,1226.0,,5542.0,1.66,1.08,0.247,[Fe/H],4.03,8.9,04h06m37.87s,61.6578005,-25d20m58.80s,-25.3496674,679.761,14.02,13.352,0
HATS-62 b,HATS-62,1,1,1,Transit,2018,3.2768837,0.04163,11.825,1.055,56.89157,0.179,Mass,0.298,387.4,1237.0,,5416.0,0.93,0.9,0.133,[Fe/H],4.45,9.55,20h49m47.83s,312.4493079,-24d18m12.62s,-24.303506,523.067,14.862,14.171,0
HATS-63 b,HATS-63,1,1,1,Transit,2018,3.0566527,0.04026,13.529,1.207,305.1168,0.96,Mass,0.136,634.1,1398.0,,5627.0,1.07,0.93,0.081,[Fe/H],4.35,10.3,04h29m40.46s,67.418582,-28d11m49.97s,-28.1972149,623.232,14.595,13.992,0
HATS-64 b,HATS-64,1,1,1,Transit,2018,4.908897,0.06562,18.82,1.679,305.1168,0.96,Mass,0.151,1711.0,1793.0,,6554.0,2.11,1.56,0.22,[Fe/H],3.98,1.861,09h37m09.03s,144.2876092,-29d48m01.60s,-29.800444,1080.15,13.42,13.045,0
HATS-65 b,HATS-65,1,2,1,Transit,2018,3.105161,0.04497,16.825,1.501,260.93843,0.821,Mass,0.062,1178.0,1634.0,,6277.0,1.31,1.26,0.199,[Fe/H],4.3,1.78,19h31m45.55s,292.9397825,-26d44m24.73s,-26.7402021,493.32,13.08,12.679,0
HATS-66 b,HATS-66,1,1,1,Transit,2018,3.1414391,0.04714,15.816,1.411,1694.0339,5.33,Mass,0.064,2637.0,1998.0,,6626.0,1.84,1.41,-0.017,[Fe/H],4.06,2.17,06h45m34.75s,101.3948048,-33d52m54.09s,-33.8816918,1477.98,14.626,14.283,0
HATS-67 b,HATS-67,1,1,1,Transit,2018,1.6091788,0.03032,18.887,1.685,460.8535,1.45,Mass,0.057,3821.0,2193.0,,6594.0,1.44,1.44,0.332,[Fe/H],4.28,0.51,12h00m50.11s,180.2087883,-46d08m11.11s,-46.1364201,960.109,14.207,13.698,0
HATS-68 b,HATS-68,1,1,1,Transit,2018,3.5862202,0.05071,13.809,1.232,410.0007,1.29,Mass,0.036,1521.0,1741.0,,6147.0,1.75,1.35,0.21,[Fe/H],4.08,3.02,01h00m01.46s,15.006077,-58d54m17.01s,-58.9047242,603.955,12.812,12.312,0
HATS-69 b,HATS-69,1,1,1,Transit,2018,2.2252577,0.03211,10.593,0.945,183.38791,0.577,Mass,0.519,466.6,1296.0,,5137.0,0.88,0.89,0.377,[Fe/H],4.5,8.0,19h17m11.38s,289.2974275,-60d53m30.34s,-60.8917599,414.537,14.906,14.074,0
HATS-7 b,HATS-7,1,1,1,Transit,2015,3.185315,0.04012,6.311,0.563,38.1396,0.12,Mass,0.17,,1084.0,K2,4985.0,0.81,0.85,0.25,[Fe/H],4.54,7.8,13h55m25.62s,208.8567465,-21d12m28.29s,-21.2078587,240.707,14.359,13.347,0
HATS-70 b,HATS-70,1,1,1,Transit,2019,1.8882378,0.03632,15.513,1.384,4100.007,12.9,Mass,0.18,9110.0,2730.0,,7930.0,1.88,1.78,0.041,[Fe/H],4.17,0.81,07h16m25.09s,109.1045212,-31d14m39.82s,-31.2443947,1458.83,12.071,12.227,0
HATS-71 b,HATS-71,1,1,1,Transit,2020,3.7955202,0.03745,11.478,1.024,117.5971,0.37,Mass,0.0,,587.0,M3 V,3405.0,0.48,0.49,0.17,[Fe/H],4.77,3.2,01h02m12.45s,15.5518893,-61d45m22.08s,-61.7561333,140.225,17.217,16.437,0
HATS-72 b,HATS-72,1,1,1,Transit,2020,7.3279474,0.066517,8.097,0.722,39.85588,0.1254,Mass,0.013,49.58,739.0,,4656.1,0.72,0.73,0.099,[Fe/H],4.59,12.17,22h36m06.20s,339.0258401,-17d00m01.10s,-17.0003046,127.589,13.595,12.324,0
HATS-74 A b,HATS-74 A,1,2,1,Transit,2021,1.73185606,0.02384,11.568,1.032,464.02947,1.46,Mass,0.044,106.9,895.0,,3776.9,0.58,0.6,0.514,[Fe/H],4.7,11.0,11h24m03.55s,171.0147921,-19d33m25.05s,-19.5569588,299.389,18.605,17.26,0
HATS-75 b,HATS-75,1,1,1,Transit,2021,2.7886556,0.032742,9.909,0.884,156.05375,0.491,Mass,0.064,59.26,772.0,,3790.4,0.58,0.6,0.522,[Fe/H],4.68,14.9,04h03m47.85s,60.9493919,-25d24m32.12s,-25.4089214,194.964,17.12,15.689,0
HATS-76 b,HATS-76,1,1,1,Transit,2021,1.9416423,0.02658,12.094,1.079,835.57088,2.629,Mass,0.062,129.8,940.0,,4016.0,0.63,0.66,0.322,[Fe/H],4.67,4.6,04h41m21.54s,70.3397665,-32d19m13.50s,-32.3204175,385.689,18.088,16.68,0
HATS-77 b,HATS-77,1,1,1,Transit,2021,3.0876262,0.03607,13.058,1.165,436.69623,1.374,Mass,0.045,78.37,828.0,,4071.0,0.64,0.66,0.253,[Fe/H],4.64,12.1,09h59m17.68s,149.8236672,-27d23m34.14s,-27.3928174,436.176,17.716,16.195,0
HATS-8 b,HATS-8,1,1,1,Transit,2015,3.583893,0.04667,9.785,0.873,43.86054,0.138,Mass,0.376,,1324.0,,5679.0,1.09,1.06,0.21,[Fe/H],4.39,5.1,19h39m46.01s,294.9416887,-25d44m54.12s,-25.7483655,794.637,15.939,14.512,0
HATS-9 b,HATS-9,1,1,1,Transit,2015,1.915291,0.0312,13.85,1.236,,,,,,1746.0,,5599.0,1.56,1.1,0.38,[Fe/H],4.1,,19h23m14.44s,290.8101704,-20d09m58.96s,-20.1663771,638.7,14.083,13.256,0
HD 100546 b,HD 100546,1,1,1,Imaging,2014,,53.0,77.342,6.9,2701.54146,8.5,Mass,,,,B9 Vne,10500.0,,2.4,,,,0.005,11h33m25.32s,173.3555116,-70d11m41.24s,-70.1947897,109.677,6.707,6.69,0
HD 100655 b,HD 100655,1,2,1,Radial Velocity,2011,157.57001,0.68,,,511.7063,1.61,Msini,0.09,,,,4891.0,10.06,2.28,0.07,[Fe/H],2.79,,11h35m03.69s,173.7653631,+20d26m29.55s,20.441541,137.178,7.469,6.4421,0
HD 100777 b,HD 100777,1,1,1,Radial Velocity,2007,383.0,1.06,,,390.92894,1.23,Mass,0.38,,,G8 V,,,1.08,,,,5.7,11h35m51.51s,173.9646303,-04d45m19.95s,-4.7555425,49.5336,9.226,8.42,0
HD 10180 c,HD 10180,1,1,6,Radial Velocity,2010,5.75969,0.06412,,,13.22173,0.0416,Msini,0.073,,,,5911.0,1.11,1.06,0.08,[Fe/H],4.39,,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607,7.912,7.33,0
HD 10180 d,HD 10180,1,1,6,Radial Velocity,2010,16.357,0.12859,,,12.01397,0.0378,Msini,0.131,,,,5911.0,1.11,1.06,0.08,[Fe/H],4.39,,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607,7.912,7.33,0
HD 10180 e,HD 10180,1,1,6,Radial Velocity,2010,49.748,0.2699,,,25.58532,0.0805,Msini,0.051,,,,5911.0,1.11,1.06,0.08,[Fe/H],4.39,,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607,7.912,7.33,0
HD 10180 f,HD 10180,1,1,6,Radial Velocity,2010,122.744,0.4929,,,22.94733,0.0722,Msini,0.119,,,,5911.0,1.11,1.06,0.08,[Fe/H],4.39,,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,38.9607,7.912,7.33,0
